secret_word,game_result,guess_num,guess_word,feedback,entropy_score,possibilities_before_guess,possibilities_after_filter
drink,5 guesses,3,debug,GBBBB,2.7254805569978675,9,2
drink,5 guesses,4,aback,BBBBG,1.0,2,1
drink,5 guesses,5,drink,GGGGG,0.0,1,1
drive,3 guesses,1,raise,YBGBG,-1.0,2315,17
drive,3 guesses,2,dumpy,GBBBB,2.822181958642873,17,1
drive,3 guesses,3,drive,GGGGG,0.0,1,1
droit,3 guesses,1,raise,YBYBB,-1.0,2315,24
droit,3 guesses,2,grout,BGGBG,3.9701755214643457,24,1
droit,3 guesses,3,droit,GGGGG,0.0,1,1
droll,4 guesses,1,raise,YBBBB,-1.0,2315,105
droll,4 guesses,2,count,BYBBB,4.803891408866589,105,16
droll,4 guesses,3,blood,BYGBY,3.625,16,1
droll,4 guesses,4,droll,GGGGG,0.0,1,1
drone,4 guesses,1,raise,YBBBG,-1.0,2315,28
drone,4 guesses,2,thong,BBGGB,3.767375797816041,28,3
drone,4 guesses,3,acrid,BBYBY,1.5849625007211559,3,1
drone,4 guesses,4,drone,GGGGG,0.0,1,1
drool,4 guesses,1,raise,YBBBB,-1.0,2315,105
drool,4 guesses,2,count,BYBBB,4.803891408866589,105,16
drool,4 guesses,3,blood,BYGGY,3.625,16,1
drool,4 guesses,4,drool,GGGGG,0.0,1,1
droop,4 guesses,1,raise,YBBBB,-1.0,2315,105
droop,4 guesses,2,count,BYBBB,4.803891408866589,105,16
droop,4 guesses,3,blood,BBGGY,3.625,16,1
droop,4 guesses,4,droop,GGGGG,0.0,1,1
dross,4 guesses,1,raise,YBBYB,-1.0,2315,28
dross,4 guesses,2,count,BYBBB,3.8388043692446128,28,3
dross,4 guesses,3,abled,BBBBY,1.5849625007211559,3,1
dross,4 guesses,4,dross,GGGGG,0.0,1,1
drove,4 guesses,1,raise,YBBBG,-1.0,2315,28
drove,4 guesses,2,thong,BBGBB,3.767375797816041,28,5
drove,4 guesses,3,adobe,BYGBG,1.9219280948873623,5,1
drove,4 guesses,4,drove,GGGGG,0.0,1,1
drown,4 guesses,1,raise,YBBBB,-1.0,2315,105
drown,4 guesses,2,count,BYBYB,4.803891408866589,105,7
drown,4 guesses,3,draft,GGBBB,2.2359263506290326,7,1
drown,4 guesses,4,drown,GGGGG,0.0,1,1
druid,3 guesses,1,raise,YBYBB,-1.0,2315,24
druid,3 guesses,2,grout,BGBYB,3.9701755214643457,24,1
druid,3 guesses,3,druid,GGGGG,0.0,1,1
drunk,4 guesses,1,raise,YBBBB,-1.0,2315,105
drunk,4 guesses,2,count,BBGGB,4.803891408866589,105,2
drunk,4 guesses,3,aback,BBBBG,1.0,2,1
drunk,4 guesses,4,drunk,GGGGG,0.0,1,1
dryer,3 guesses,1,raise,YBBBY,-1.0,2315,124
dryer,3 guesses,2,deter,GBBGY,4.511605262733948,124,1
dryer,3 guesses,3,dryer,GGGGG,0.0,1,1
dryly,4 guesses,1,raise,YBBBB,-1.0,2315,105
dryly,4 guesses,2,count,BBBBB,4.803891408866589,105,3
dryly,4 guesses,3,abled,BBYBY,1.5849625007211559,3,1
dryly,4 guesses,4,dryly,GGGGG,0.0,1,1
duchy,3 guesses,1,raise,BBBBB,-1.0,2315,168
duchy,3 guesses,2,lunch,BGBYY,5.2201539877500815,168,1
duchy,3 guesses,3,duchy,GGGGG,0.0,1,1
dully,4 guesses,1,raise,BBBBB,-1.0,2315,168
dully,4 guesses,2,lunch,YGBBB,5.2201539877500815,168,6
dully,4 guesses,3,abled,BBYBY,2.2516291673878226,6,1
dully,4 guesses,4,dully,GGGGG,0.0,1,1
dummy,5 guesses,1,raise,BBBBB,-1.0,2315,168
dummy,5 guesses,2,lunch,BGBBB,5.2201539877500815,168,19
dummy,5 guesses,3,pygmy,BBBYG,3.5766176449086653,19,3
dummy,5 guesses,4,biddy,BBYBG,1.5849625007211559,3,1
dummy,5 guesses,5,dummy,GGGGG,0.0,1,1
dumpy,5 guesses,1,raise,BBBBB,-1.0,2315,168
dumpy,5 guesses,2,lunch,BGBBB,5.2201539877500815,168,19
dumpy,5 guesses,3,pygmy,YBBYG,3.5766176449086653,19,2
dumpy,5 guesses,4,abide,BBBYB,1.0,2,1
dumpy,5 guesses,5,dumpy,GGGGG,0.0,1,1
dunce,4 guesses,1,raise,BBBBG,-1.0,2315,40
dunce,4 guesses,2,clung,YBYYB,4.481687083026442,40,2
dunce,4 guesses,3,abbot,BBBBB,1.0,2,1
dunce,4 guesses,4,dunce,GGGGG,0.0,1,1
dusky,4 guesses,1,raise,BBBYB,-1.0,2315,89
dusky,4 guesses,2,stony,YBBBG,4.7833809437177335,89,8
dusky,4 guesses,3,mushy,BGGBG,2.75,8,1
dusky,4 guesses,4,dusky,GGGGG,0.0,1,1
dusty,4 guesses,1,raise,BBBYB,-1.0,2315,89
dusty,4 guesses,2,stony,YYBBG,4.7833809437177335,89,4
dusty,4 guesses,3,dimly,GBBBG,2.0,4,1
dusty,4 guesses,4,dusty,GGGGG,0.0,1,1
dutch,4 guesses,1,raise,BBBBB,-1.0,2315,168
dutch,4 guesses,2,lunch,BGBGG,5.2201539877500815,168,2
dutch,4 guesses,3,aback,BBBGB,1.0,2,1
dutch,4 guesses,4,dutch,GGGGG,0.0,1,1
duvet,4 guesses,1,raise,BBBBY,-1.0,2315,142
duvet,4 guesses,2,betel,BBYGB,4.860396655799496,142,7
duvet,4 guesses,3,cameo,BBBGB,2.807354922057604,7,1
duvet,4 guesses,4,duvet,GGGGG,0.0,1,1
dwarf,3 guesses,1,raise,YYBBB,-1.0,2315,84
dwarf,3 guesses,2,crowd,BYBYY,4.299124740447479,84,1
dwarf,3 guesses,3,dwarf,GGGGG,0.0,1,1
dwell,3 guesses,1,raise,BBBBY,-1.0,2315,142
dwell,3 guesses,2,betel,BYBBY,4.860396655799496,142,7
dwell,3 guesses,3,dwell,GGGGG,2.807354922057604,7,1
dwelt,4 guesses,1,raise,BBBBY,-1.0,2315,142
dwelt,4 guesses,2,betel,BYYBY,4.860396655799496,142,4
dwelt,4 guesses,3,adult,BYBGG,2.0,4,1
dwelt,4 guesses,4,dwelt,GGGGG,0.0,1,1
dying,4 guesses,1,raise,BBGBB,-1.0,2315,46
dying,4 guesses,2,blunt,BBBGB,4.261842390463366,46,6
dying,4 guesses,3,bawdy,BBBYY,2.584962500721156,6,1
dying,4 guesses,4,dying,GGGGG,0.0,1,1
eager,4 guesses,1,raise,YGBBY,-1.0,2315,30
eager,4 guesses,2,glyph,YBBBB,3.1050990021081764,30,2
eager,4 guesses,3,abbey,YBBYB,1.0,2,1
eager,4 guesses,4,eager,GGGGG,0.0,1,1
eagle,3 guesses,1,raise,BGBBY,-1.0,2315,22
eagle,3 guesses,2,novel,BBBYY,3.6978458230844113,22,1
eagle,3 guesses,3,eagle,GGGGG,0.0,1,1
early,3 guesses,1,raise,YGBBY,-1.0,2315,30
early,3 guesses,2,glyph,BYYBB,3.1050990021081764,30,1
early,3 guesses,3,early,GGGGG,0.0,1,1
earth,3 guesses,1,raise,YGBBY,-1.0,2315,30
earth,3 guesses,2,glyph,BBBBG,3.1050990021081764,30,1
earth,3 guesses,3,earth,GGGGG,0.0,1,1
easel,2 guesses,1,raise,BGBYY,-1.0,2315,1
easel,2 guesses,2,easel,GGGGG,0.0,1,1
eaten,3 guesses,1,raise,BGBBY,-1.0,2315,22
eaten,3 guesses,2,novel,YBBYB,3.6978458230844113,22,1
eaten,3 guesses,3,eaten,GGGGG,0.0,1,1
eater,4 guesses,1,raise,YGBBY,-1.0,2315,30
eater,4 guesses,2,glyph,BBBBB,3.1050990021081764,30,11
eater,4 guesses,3,taker,YGBYG,2.7321588913645702,11,1
eater,4 guesses,4,eater,GGGGG,0.0,1,1
ebony,3 guesses,1,raise,BBBBY,-1.0,2315,142
ebony,3 guesses,2,betel,YYBBB,4.860396655799496,142,1
ebony,3 guesses,3,ebony,GGGGG,0.0,1,1
eclat,4 guesses,1,raise,BYBBY,-1.0,2315,75
eclat,4 guesses,2,dealt,BYYYG,4.648214191242758,75,4
eclat,4 guesses,3,beech,BYBYB,2.0,4,1
eclat,4 guesses,4,eclat,GGGGG,0.0,1,1
edict,3 guesses,1,raise,BBGBY,-1.0,2315,18
edict,3 guesses,2,deter,YYYBB,3.5032583347756456,18,1
edict,3 guesses,3,edict,GGGGG,0.0,1,1
edify,3 guesses,1,raise,BBGBY,-1.0,2315,18
edify,3 guesses,2,deter,YYBBB,3.5032583347756456,18,1
edify,3 guesses,3,edify,GGGGG,0.0,1,1
eerie,4 guesses,1,raise,YBYBY,-1.0,2315,30
eerie,4 guesses,2,diner,BYBYY,3.3470910116261443,30,3
eerie,4 guesses,3,adapt,BBBBB,1.5849625007211559,3,1
eerie,4 guesses,4,eerie,GGGGG,0.0,1,1
egret,4 guesses,1,raise,YBBBY,-1.0,2315,124
egret,4 guesses,2,deter,BYYGY,4.511605262733948,124,3
egret,4 guesses,3,again,BGBBB,1.5849625007211559,3,1
egret,4 guesses,4,egret,GGGGG,0.0,1,1
eight,4 guesses,1,raise,BBYBY,-1.0,2315,40
eight,4 guesses,2,lipid,BGBBB,4.077567157116928,40,4
eight,4 guesses,3,again,BYBYB,2.0,4,1
eight,4 guesses,4,eight,GGGGG,0.0,1,1
eject,4 guesses,1,raise,BBBBY,-1.0,2315,142
eject,4 guesses,2,betel,BYYYB,4.860396655799496,142,4
eject,4 guesses,3,admin,BBBBB,2.0,4,1
eject,4 guesses,4,eject,GGGGG,0.0,1,1
eking,4 guesses,1,raise,BBGBY,-1.0,2315,18
eking,4 guesses,2,deter,BYBBB,3.5032583347756456,18,2
eking,4 guesses,3,aback,BBBBY,1.0,2,1
eking,4 guesses,4,eking,GGGGG,0.0,1,1
elate,3 guesses,1,raise,BYBBY,-1.0,2315,75
elate,3 guesses,2,dealt,BYGYY,4.648214191242758,75,1
elate,3 guesses,3,elate,GGGGG,0.0,1,1
elbow,3 guesses,1,raise,BBBBY,-1.0,2315,142
elbow,3 guesses,2,betel,YYBBY,4.860396655799496,142,1
elbow,3 guesses,3,elbow,GGGGG,0.0,1,1
elder,3 guesses,1,raise,YBBBY,-1.0,2315,124
elder,3 guesses,2,deter,YYBGG,4.511605262733948,124,1
elder,3 guesses,3,elder,GGGGG,0.0,1,1
elect,3 guesses,1,raise,BBBBY,-1.0,2315,142
elect,3 guesses,2,betel,BYYYY,4.860396655799496,142,1
elect,3 guesses,3,elect,GGGGG,0.0,1,1
elegy,4 guesses,1,raise,BBBBY,-1.0,2315,142
elegy,4 guesses,2,betel,BYBYY,4.860396655799496,142,3
elegy,4 guesses,3,abode,BBBBY,1.5849625007211559,3,1
elegy,4 guesses,4,elegy,GGGGG,0.0,1,1
elfin,4 guesses,1,raise,BBYBY,-1.0,2315,40
elfin,4 guesses,2,lipid,YBBGB,4.077567157116928,40,3
elfin,4 guesses,3,abhor,BBBBB,1.5849625007211559,3,1
elfin,4 guesses,4,elfin,GGGGG,0.0,1,1
elide,3 guesses,1,raise,BBGBY,-1.0,2315,18
elide,3 guesses,2,deter,YYBYB,3.5032583347756456,18,1
elide,3 guesses,3,elide,GGGGG,0.0,1,1
elite,3 guesses,1,raise,BBGBY,-1.0,2315,18
elite,3 guesses,2,deter,BYYYB,3.5032583347756456,18,1
elite,3 guesses,3,elite,GGGGG,0.0,1,1
elope,4 guesses,1,raise,BBBBY,-1.0,2315,142
elope,4 guesses,2,betel,BYBYY,4.860396655799496,142,3
elope,4 guesses,3,abode,BBGBY,1.5849625007211559,3,1
elope,4 guesses,4,elope,GGGGG,0.0,1,1
elude,4 guesses,1,raise,BBBBY,-1.0,2315,142
elude,4 guesses,2,betel,BYBYY,4.860396655799496,142,3
elude,4 guesses,3,abode,BBBGY,1.5849625007211559,3,1
elude,4 guesses,4,elude,GGGGG,0.0,1,1
email,3 guesses,1,raise,BYYBY,-1.0,2315,3
email,3 guesses,2,abled,YBYYB,1.5849625007211559,3,1
email,3 guesses,3,email,GGGGG,0.0,1,1
embed,3 guesses,1,raise,BBBBY,-1.0,2315,142
embed,3 guesses,2,betel,YYBGB,4.860396655799496,142,1
embed,3 guesses,3,embed,GGGGG,0.0,1,1
ember,4 guesses,1,raise,YBBBY,-1.0,2315,124
ember,4 guesses,2,deter,BYBGG,4.511605262733948,124,3
ember,4 guesses,3,aback,BYBBB,1.5849625007211559,3,1
ember,4 guesses,4,ember,GGGGG,0.0,1,1
emcee,4 guesses,1,raise,BBBBY,-1.0,2315,142
emcee,4 guesses,2,betel,BYBYB,4.860396655799496,142,4
emcee,4 guesses,3,acorn,BYBBB,2.0,4,1
emcee,4 guesses,4,emcee,GGGGG,0.0,1,1
empty,4 guesses,1,raise,BBBBY,-1.0,2315,142
empty,4 guesses,2,betel,BYYBB,4.860396655799496,142,3
empty,4 guesses,3,adept,BBYYY,1.5849625007211559,3,1
empty,4 guesses,4,empty,GGGGG,0.0,1,1
enact,4 guesses,1,raise,BYBBY,-1.0,2315,75
enact,4 guesses,2,dealt,BYGBG,4.648214191242758,75,2
enact,4 guesses,3,acorn,YYBBY,1.0,2,1
enact,4 guesses,4,enact,GGGGG,0.0,1,1
endow,4 guesses,1,raise,BBBBY,-1.0,2315,142
endow,4 guesses,2,betel,BYBBB,4.860396655799496,142,18
endow,4 guesses,3,condo,BYYYB,3.5724312513221195,18,1
endow,4 guesses,4,endow,GGGGG,0.0,1,1
enema,4 guesses,1,raise,BYBBY,-1.0,2315,75
enema,4 guesses,2,dealt,BYYBB,4.648214191242758,75,8
enema,4 guesses,3,amend,YYYYB,3.0,8,1
enema,4 guesses,4,enema,GGGGG,0.0,1,1
enemy,4 guesses,1,raise,BBBBY,-1.0,2315,142
enemy,4 guesses,2,betel,BYBYB,4.860396655799496,142,4
enemy,4 guesses,3,acorn,BBBBY,2.0,4,1
enemy,4 guesses,4,enemy,GGGGG,0.0,1,1
enjoy,5 guesses,1,raise,BBBBY,-1.0,2315,142
enjoy,5 guesses,2,betel,BYBBB,4.860396655799496,142,18
enjoy,5 guesses,3,condo,BYYBB,3.5724312513221195,18,2
enjoy,5 guesses,4,above,BBYBY,1.0,2,1
enjoy,5 guesses,5,enjoy,GGGGG,0.0,1,1
ennui,3 guesses,1,raise,BBYBY,-1.0,2315,40
ennui,3 guesses,2,lipid,BYBBB,4.077567157116928,40,1
ennui,3 guesses,3,ennui,GGGGG,0.0,1,1
ensue,4 guesses,1,raise,BBBYY,-1.0,2315,48
ensue,4 guesses,2,spelt,YBYBB,4.522055208874202,48,4
ensue,4 guesses,3,about,BBBGB,2.0,4,1
ensue,4 guesses,4,ensue,GGGGG,0.0,1,1
enter,3 guesses,1,raise,YBBBY,-1.0,2315,124
enter,3 guesses,2,deter,BYGGG,4.511605262733948,124,1
enter,3 guesses,3,enter,GGGGG,0.0,1,1
entry,3 guesses,1,raise,YBBBY,-1.0,2315,124
entry,3 guesses,2,deter,BYGBY,4.511605262733948,124,1
entry,3 guesses,3,entry,GGGGG,0.0,1,1
envoy,5 guesses,1,raise,BBBBY,-1.0,2315,142
envoy,5 guesses,2,betel,BYBBB,4.860396655799496,142,18
envoy,5 guesses,3,condo,BYYBB,3.5724312513221195,18,2
envoy,5 guesses,4,above,BBYYY,1.0,2,1
envoy,5 guesses,5,envoy,GGGGG,0.0,1,1
epoch,4 guesses,1,raise,BBBBY,-1.0,2315,142
epoch,4 guesses,2,betel,BYBBB,4.860396655799496,142,18
epoch,4 guesses,3,condo,YYBBB,3.5724312513221195,18,1
epoch,4 guesses,4,epoch,GGGGG,0.0,1,1
epoxy,4 guesses,1,raise,BBBBY,-1.0,2315,142
epoxy,4 guesses,2,betel,BYBBB,4.860396655799496,142,18
epoxy,4 guesses,3,condo,BYBBB,3.5724312513221195,18,1
epoxy,4 guesses,4,epoxy,GGGGG,0.0,1,1
equal,4 guesses,1,raise,BYBBY,-1.0,2315,75
equal,4 guesses,2,dealt,BYYYB,4.648214191242758,75,7
equal,4 guesses,3,agent,YBYBB,2.807354922057604,7,1
equal,4 guesses,4,equal,GGGGG,0.0,1,1
equip,3 guesses,1,raise,BBYBY,-1.0,2315,40
equip,3 guesses,2,lipid,BBYGB,4.077567157116928,40,1
equip,3 guesses,3,equip,GGGGG,0.0,1,1
erase,2 guesses,1,raise,YYBGY,-1.0,2315,1
erase,2 guesses,2,erase,GGGGG,0.0,1,1
erect,4 guesses,1,raise,YBBBY,-1.0,2315,124
erect,4 guesses,2,deter,BYYYY,4.511605262733948,124,3
erect,4 guesses,3,abort,BBBYG,1.5849625007211559,3,1
erect,4 guesses,4,erect,GGGGG,0.0,1,1
erode,3 guesses,1,raise,YBBBY,-1.0,2315,124
erode,3 guesses,2,deter,YYBYY,4.511605262733948,124,1
erode,3 guesses,3,erode,GGGGG,0.0,1,1
error,4 guesses,1,raise,YBBBY,-1.0,2315,124
error,4 guesses,2,deter,BYBBY,4.511605262733948,124,10
error,4 guesses,3,glove,BBYBY,3.1219280948873624,10,1
error,4 guesses,4,error,GGGGG,0.0,1,1
erupt,4 guesses,1,raise,YBBBY,-1.0,2315,124
erupt,4 guesses,2,deter,BYYBY,4.511605262733948,124,3
erupt,4 guesses,3,about,BBBYG,1.5849625007211559,3,1
erupt,4 guesses,4,erupt,GGGGG,0.0,1,1
essay,3 guesses,1,raise,BYBYY,-1.0,2315,12
essay,3 guesses,2,knelt,BBYBB,3.2516291673878226,12,1
essay,3 guesses,3,essay,GGGGG,0.0,1,1
ester,3 guesses,1,raise,YBBYY,-1.0,2315,24
ester,3 guesses,2,sheep,YBYGB,3.886842188131012,24,1
ester,3 guesses,3,ester,GGGGG,0.0,1,1
ether,3 guesses,1,raise,YBBBY,-1.0,2315,124
ether,3 guesses,2,deter,BYYGG,4.511605262733948,124,1
ether,3 guesses,3,ether,GGGGG,0.0,1,1
ethic,4 guesses,1,raise,BBYBY,-1.0,2315,40
ethic,4 guesses,2,lipid,BBBGB,4.077567157116928,40,4
ethic,4 guesses,3,abate,BBBYY,2.0,4,1
ethic,4 guesses,4,ethic,GGGGG,0.0,1,1
ethos,4 guesses,1,raise,BBBYY,-1.0,2315,48
ethos,4 guesses,2,spelt,YBYBY,4.522055208874202,48,4
ethos,4 guesses,3,attic,BGBBB,2.0,4,1
ethos,4 guesses,4,ethos,GGGGG,0.0,1,1
etude,4 guesses,1,raise,BBBBY,-1.0,2315,142
etude,4 guesses,2,betel,BYYYB,4.860396655799496,142,4
etude,4 guesses,3,admin,BYBBB,2.0,4,1
etude,4 guesses,4,etude,GGGGG,0.0,1,1
evade,3 guesses,1,raise,BYBBY,-1.0,2315,75
evade,3 guesses,2,dealt,YYGBB,4.648214191242758,75,1
evade,3 guesses,3,evade,GGGGG,0.0,1,1
event,4 guesses,1,raise,BBBBY,-1.0,2315,142
event,4 guesses,2,betel,BYYYB,4.860396655799496,142,4
event,4 guesses,3,admin,BBBBY,2.0,4,1
event,4 guesses,4,event,GGGGG,0.0,1,1
every,4 guesses,1,raise,YBBBY,-1.0,2315,124
every,4 guesses,2,deter,BYBYY,4.511605262733948,124,4
every,4 guesses,3,amply,BBBBG,2.0,4,1
every,4 guesses,4,every,GGGGG,0.0,1,1
evict,3 guesses,1,raise,BBGBY,-1.0,2315,18
evict,3 guesses,2,deter,BYYBB,3.5032583347756456,18,1
evict,3 guesses,3,evict,GGGGG,0.0,1,1
evoke,4 guesses,1,raise,BBBBY,-1.0,2315,142
evoke,4 guesses,2,betel,BYBYB,4.860396655799496,142,4
evoke,4 guesses,3,acorn,BBGBB,2.0,4,1
evoke,4 guesses,4,evoke,GGGGG,0.0,1,1
exact,4 guesses,1,raise,BYBBY,-1.0,2315,75
exact,4 guesses,2,dealt,BYGBG,4.648214191242758,75,2
exact,4 guesses,3,acorn,YYBBB,1.0,2,1
exact,4 guesses,4,exact,GGGGG,0.0,1,1
exalt,3 guesses,1,raise,BYBBY,-1.0,2315,75
exalt,3 guesses,2,dealt,BYGGG,4.648214191242758,75,1
exalt,3 guesses,3,exalt,GGGGG,0.0,1,1
excel,4 guesses,1,raise,BBBBY,-1.0,2315,142
excel,4 guesses,2,betel,BYBGG,4.860396655799496,142,4
excel,4 guesses,3,beech,BYYYB,2.0,4,1
excel,4 guesses,4,excel,GGGGG,0.0,1,1
exert,4 guesses,1,raise,YBBBY,-1.0,2315,124
exert,4 guesses,2,deter,BYYYY,4.511605262733948,124,3
exert,4 guesses,3,abort,BBBGG,1.5849625007211559,3,1
exert,4 guesses,4,exert,GGGGG,0.0,1,1
exile,3 guesses,1,raise,BBGBY,-1.0,2315,18
exile,3 guesses,2,deter,BYBYB,3.5032583347756456,18,1
exile,3 guesses,3,exile,GGGGG,0.0,1,1
exist,3 guesses,1,raise,BBGGY,-1.0,2315,2
exist,3 guesses,2,abhor,BBBBB,1.0,2,1
exist,3 guesses,3,exist,GGGGG,0.0,1,1
expel,4 guesses,1,raise,BBBBY,-1.0,2315,142
expel,4 guesses,2,betel,BYBGG,4.860396655799496,142,4
expel,4 guesses,3,beech,BYYBB,2.0,4,1
expel,4 guesses,4,expel,GGGGG,0.0,1,1
extol,3 guesses,1,raise,BBBBY,-1.0,2315,142
extol,3 guesses,2,betel,BYGBG,4.860396655799496,142,1
extol,3 guesses,3,extol,GGGGG,0.0,1,1
extra,4 guesses,1,raise,YYBBY,-1.0,2315,37
extra,4 guesses,2,bleat,BBYYY,3.830546608638305,37,4
extra,4 guesses,3,agora,BBBGG,2.0,4,1
extra,4 guesses,4,extra,GGGGG,0.0,1,1
exult,4 guesses,1,raise,BBBBY,-1.0,2315,142
exult,4 guesses,2,betel,BYYBY,4.860396655799496,142,4
exult,4 guesses,3,adult,BBGGG,2.0,4,1
exult,4 guesses,4,exult,GGGGG,0.0,1,1
eying,4 guesses,1,raise,BBGBY,-1.0,2315,18
eying,4 guesses,2,deter,BYBBB,3.5032583347756456,18,2
eying,4 guesses,3,aback,BBBBB,1.0,2,1
eying,4 guesses,4,eying,GGGGG,0.0,1,1
fable,4 guesses,1,raise,BGBBG,-1.0,2315,24
fable,4 guesses,2,gulch,BBYBB,3.93456081428629,24,5
fable,4 guesses,3,aptly,YBBGB,2.321928094887362,5,1
fable,4 guesses,4,fable,GGGGG,0.0,1,1
facet,4 guesses,1,raise,BGBBY,-1.0,2315,22
facet,4 guesses,2,novel,BBBGB,3.6978458230844113,22,4
facet,4 guesses,3,adapt,YBBBG,2.0,4,1
facet,4 guesses,4,facet,GGGGG,0.0,1,1
faint,3 guesses,1,raise,BGGBB,-1.0,2315,6
faint,3 guesses,2,draft,BBYYG,2.584962500721156,6,1
faint,3 guesses,3,faint,GGGGG,0.0,1,1
fairy,3 guesses,1,raise,YGGBB,-1.0,2315,4
fairy,3 guesses,2,chafe,BBYYB,2.0,4,1
fairy,3 guesses,3,fairy,GGGGG,0.0,1,1
faith,3 guesses,1,raise,BGGBB,-1.0,2315,6
faith,3 guesses,2,draft,BBYYY,2.584962500721156,6,1
faith,3 guesses,3,faith,GGGGG,0.0,1,1
false,3 guesses,1,raise,BGBGG,-1.0,2315,4
false,3 guesses,2,alpha,YYBBB,2.0,4,1
false,3 guesses,3,false,GGGGG,0.0,1,1
fancy,3 guesses,1,raise,BGBBB,-1.0,2315,73
fancy,3 guesses,2,lynch,BYGGB,4.211827177017707,73,1
fancy,3 guesses,3,fancy,GGGGG,0.0,1,1
fanny,4 guesses,1,raise,BGBBB,-1.0,2315,73
fanny,4 guesses,2,lynch,BYYBB,4.211827177017707,73,3
fanny,4 guesses,3,afoot,YYBBB,1.5849625007211559,3,1
fanny,4 guesses,4,fanny,GGGGG,0.0,1,1
farce,3 guesses,1,raise,YGBBG,-1.0,2315,4
farce,3 guesses,2,aback,YBBGB,2.0,4,1
farce,3 guesses,3,farce,GGGGG,0.0,1,1
fatal,4 guesses,1,raise,BYBBB,-1.0,2315,110
fatal,4 guesses,2,clout,BYBBY,4.954906391519346,110,3
fatal,4 guesses,3,acorn,YBBBB,1.5849625007211559,3,1
fatal,4 guesses,4,fatal,GGGGG,0.0,1,1
fatty,4 guesses,1,raise,BGBBB,-1.0,2315,73
fatty,4 guesses,2,lynch,BYBBB,4.211827177017707,73,15
fatty,4 guesses,3,thumb,YBBBB,2.9232314287976204,15,3
fatty,4 guesses,4,fatty,GGGGG,1.5849625007211559,3,1
fault,4 guesses,1,raise,BGBBB,-1.0,2315,73
fault,4 guesses,2,lynch,YBBBB,4.211827177017707,73,3
fault,4 guesses,3,afoot,YYBBG,1.5849625007211559,3,1
fault,4 guesses,4,fault,GGGGG,0.0,1,1
fauna,4 guesses,1,raise,BYBBB,-1.0,2315,110
fauna,4 guesses,2,clout,BBBYB,4.954906391519346,110,3
fauna,4 guesses,3,aback,YBYBB,1.5849625007211559,3,1
fauna,4 guesses,4,fauna,GGGGG,0.0,1,1
favor,4 guesses,1,raise,YGBBB,-1.0,2315,23
favor,4 guesses,2,porch,BYYBB,3.4082800232568733,23,7
favor,4 guesses,3,filmy,GBBBB,2.5216406363433186,7,1
favor,4 guesses,4,favor,GGGGG,0.0,1,1
feast,3 guesses,1,raise,BYBGY,-1.0,2315,8
feast,3 guesses,2,lefty,BGYYB,3.0,8,1
feast,3 guesses,3,feast,GGGGG,0.0,1,1
fecal,4 guesses,1,raise,BYBBY,-1.0,2315,75
fecal,4 guesses,2,dealt,BGYYB,4.648214191242758,75,4
fecal,4 guesses,3,afoul,YYBBG,2.0,4,1
fecal,4 guesses,4,fecal,GGGGG,0.0,1,1
feign,4 guesses,1,raise,BBGBY,-1.0,2315,18
feign,4 guesses,2,deter,BGBBB,3.5032583347756456,18,4
feign,4 guesses,3,align,BBGGG,2.0,4,1
feign,4 guesses,4,feign,GGGGG,0.0,1,1
fella,4 guesses,1,raise,BYBBY,-1.0,2315,75
fella,4 guesses,2,dealt,BGYYB,4.648214191242758,75,4
fella,4 guesses,3,afoul,YYBBY,2.0,4,1
fella,4 guesses,4,fella,GGGGG,0.0,1,1
felon,5 guesses,1,raise,BBBBY,-1.0,2315,142
felon,5 guesses,2,betel,BGBBY,4.860396655799496,142,9
felon,5 guesses,3,cello,BGGBY,2.94770277922009,9,2
felon,5 guesses,4,admin,BBBBG,1.0,2,1
felon,5 guesses,5,felon,GGGGG,0.0,1,1
femme,5 guesses,1,raise,BBBBY,-1.0,2315,142
femme,5 guesses,2,betel,BYBBB,4.860396655799496,142,18
femme,5 guesses,3,condo,BBBBB,3.5724312513221195,18,2
femme,5 guesses,4,aback,BBBBB,1.0,2,1
femme,5 guesses,5,femme,GGGGG,0.0,1,1
femur,4 guesses,1,raise,YBBBY,-1.0,2315,124
femur,4 guesses,2,deter,BGBBG,4.511605262733948,124,2
femur,4 guesses,3,abled,BBBYB,1.0,2,1
femur,4 guesses,4,femur,GGGGG,0.0,1,1
fence,5 guesses,1,raise,BBBBY,-1.0,2315,142
fence,5 guesses,2,betel,BYBBB,4.860396655799496,142,18
fence,5 guesses,3,condo,YBGBB,3.5724312513221195,18,3
fence,5 guesses,4,alpha,BBBBB,1.5849625007211559,3,1
fence,5 guesses,5,fence,GGGGG,0.0,1,1
feral,3 guesses,1,raise,YYBBY,-1.0,2315,37
feral,3 guesses,2,bleat,BYYGB,3.830546608638305,37,1
feral,3 guesses,3,feral,GGGGG,0.0,1,1
ferry,5 guesses,1,raise,YBBBY,-1.0,2315,124
ferry,5 guesses,2,deter,BGBBY,4.511605262733948,124,10
ferry,5 guesses,3,mercy,BGYBG,2.9219280948873623,10,2
ferry,5 guesses,4,aback,BBBBB,1.0,2,1
ferry,5 guesses,5,ferry,GGGGG,0.0,1,1
fetal,4 guesses,1,raise,BYBBY,-1.0,2315,75
fetal,4 guesses,2,dealt,BGYYY,4.648214191242758,75,3
fetal,4 guesses,3,ample,YBBYY,1.5849625007211559,3,1
