secret_word,starting_word,game_result,guess_num,guess_word,feedback,entropy_score,possibilities_before_guess,possibilities_after_filter
envoy,raise,5 guesses,2,betel,BYBBB,4.860396655799496,142,18
envoy,raise,5 guesses,3,fence,BYYBB,3.239097917988786,18,4
envoy,raise,5 guesses,4,enjoy,GGBGG,2.0,4,1
envoy,raise,5 guesses,5,envoy,GGGGG,0.0,1,1
epoch,raise,4 guesses,1,raise,BBBBY,-1.0,2315,142
epoch,raise,4 guesses,2,betel,BYBBB,4.860396655799496,142,18
epoch,raise,4 guesses,3,fence,BYBGB,3.239097917988786,18,1
epoch,raise,4 guesses,4,epoch,GGGGG,0.0,1,1
epoxy,raise,5 guesses,1,raise,BBBBY,-1.0,2315,142
epoxy,raise,5 guesses,2,betel,BYBBB,4.860396655799496,142,18
epoxy,raise,5 guesses,3,fence,BYBBB,3.239097917988786,18,3
epoxy,raise,5 guesses,4,geeky,BYBBG,1.5849625007211559,3,1
epoxy,raise,5 guesses,5,epoxy,GGGGG,0.0,1,1
equal,raise,4 guesses,1,raise,BYBBY,-1.0,2315,75
equal,raise,4 guesses,2,dealt,BYYYB,4.648214191242758,75,7
equal,raise,4 guesses,3,angel,YBBYG,2.807354922057604,7,1
equal,raise,4 guesses,4,equal,GGGGG,0.0,1,1
equip,raise,4 guesses,1,raise,BBYBY,-1.0,2315,40
equip,raise,4 guesses,2,widen,BYBYB,4.0439427079182675,40,5
equip,raise,4 guesses,3,befit,BYBGB,2.321928094887362,5,1
equip,raise,4 guesses,4,equip,GGGGG,0.0,1,1
erase,raise,2 guesses,1,raise,YYBGY,-1.0,2315,1
erase,raise,2 guesses,2,erase,GGGGG,0.0,1,1
erect,raise,3 guesses,1,raise,YBBBY,-1.0,2315,124
erect,raise,3 guesses,2,deter,BYYYY,4.511605262733948,124,3
erect,raise,3 guesses,3,erect,GGGGG,1.5849625007211559,3,1
erode,raise,3 guesses,1,raise,YBBBY,-1.0,2315,124
erode,raise,3 guesses,2,deter,YYBYY,4.511605262733948,124,1
erode,raise,3 guesses,3,erode,GGGGG,0.0,1,1
error,raise,4 guesses,1,raise,YBBBY,-1.0,2315,124
error,raise,4 guesses,2,deter,BYBBY,4.511605262733948,124,10
error,raise,4 guesses,3,genre,BYBYB,2.446439344671015,10,2
error,raise,4 guesses,4,error,GGGGG,1.0,2,1
erupt,raise,4 guesses,1,raise,YBBBY,-1.0,2315,124
erupt,raise,4 guesses,2,deter,BYYBY,4.511605262733948,124,3
erupt,raise,4 guesses,3,crept,BGYGG,1.5849625007211559,3,1
erupt,raise,4 guesses,4,erupt,GGGGG,0.0,1,1
essay,raise,3 guesses,1,raise,BYBYY,-1.0,2315,12
essay,raise,3 guesses,2,steak,YBYGB,3.0220552088742005,12,1
essay,raise,3 guesses,3,essay,GGGGG,0.0,1,1
ester,raise,3 guesses,1,raise,YBBYY,-1.0,2315,24
ester,raise,3 guesses,2,sheer,YBYGG,3.6887218755408675,24,1
ester,raise,3 guesses,3,ester,GGGGG,0.0,1,1
ether,raise,3 guesses,1,raise,YBBBY,-1.0,2315,124
ether,raise,3 guesses,2,deter,BYYGG,4.511605262733948,124,1
ether,raise,3 guesses,3,ether,GGGGG,0.0,1,1
ethic,raise,4 guesses,1,raise,BBYBY,-1.0,2315,40
ethic,raise,4 guesses,2,widen,BYBYB,4.0439427079182675,40,5
ethic,raise,4 guesses,3,befit,BYBGY,2.321928094887362,5,1
ethic,raise,4 guesses,4,ethic,GGGGG,0.0,1,1
ethos,raise,4 guesses,1,raise,BBBYY,-1.0,2315,48
ethos,raise,4 guesses,2,spelt,YBYBY,4.522055208874202,48,4
ethos,raise,4 guesses,3,testy,YYYBB,2.0,4,1
ethos,raise,4 guesses,4,ethos,GGGGG,0.0,1,1
etude,raise,4 guesses,1,raise,BBBBY,-1.0,2315,142
etude,raise,4 guesses,2,betel,BYYYB,4.860396655799496,142,4
etude,raise,4 guesses,3,eject,YBBBY,2.0,4,1
etude,raise,4 guesses,4,etude,GGGGG,0.0,1,1
evade,raise,3 guesses,1,raise,BYBBY,-1.0,2315,75
evade,raise,3 guesses,2,dealt,YYGBB,4.648214191242758,75,1
evade,raise,3 guesses,3,evade,GGGGG,0.0,1,1
event,raise,4 guesses,1,raise,BBBBY,-1.0,2315,142
event,raise,4 guesses,2,betel,BYYYB,4.860396655799496,142,4
event,raise,4 guesses,3,eject,GBGBG,2.0,4,1
event,raise,4 guesses,4,event,GGGGG,0.0,1,1
every,raise,4 guesses,1,raise,YBBBY,-1.0,2315,124
every,raise,4 guesses,2,deter,BYBYY,4.511605262733948,124,4
every,raise,4 guesses,3,creme,BYYBB,2.0,4,1
every,raise,4 guesses,4,every,GGGGG,0.0,1,1
evict,raise,3 guesses,1,raise,BBGBY,-1.0,2315,18
evict,raise,3 guesses,2,deity,BYGYB,3.086048612313038,18,3
evict,raise,3 guesses,3,evict,GGGGG,1.5849625007211559,3,1
evoke,raise,4 guesses,1,raise,BBBBY,-1.0,2315,142
evoke,raise,4 guesses,2,betel,BYBYB,4.860396655799496,142,4
evoke,raise,4 guesses,3,emcee,GBBBG,2.0,4,1
evoke,raise,4 guesses,4,evoke,GGGGG,0.0,1,1
exact,raise,4 guesses,1,raise,BYBBY,-1.0,2315,75
exact,raise,4 guesses,2,dealt,BYGBG,4.648214191242758,75,2
exact,raise,4 guesses,3,enact,GBGGG,1.0,2,1
exact,raise,4 guesses,4,exact,GGGGG,0.0,1,1
exalt,raise,3 guesses,1,raise,BYBBY,-1.0,2315,75
exalt,raise,3 guesses,2,dealt,BYGGG,4.648214191242758,75,1
exalt,raise,3 guesses,3,exalt,GGGGG,0.0,1,1
excel,raise,3 guesses,1,raise,BBBBY,-1.0,2315,142
excel,raise,3 guesses,2,betel,BYBGG,4.860396655799496,142,4
excel,raise,3 guesses,3,excel,GGGGG,1.5,4,1
exert,raise,4 guesses,1,raise,YBBBY,-1.0,2315,124
exert,raise,4 guesses,2,deter,BYYYY,4.511605262733948,124,3
exert,raise,4 guesses,3,erect,GYGBG,1.5849625007211559,3,1
exert,raise,4 guesses,4,exert,GGGGG,0.0,1,1
exile,raise,3 guesses,1,raise,BBGBY,-1.0,2315,18
exile,raise,3 guesses,2,deity,BYGBB,3.086048612313038,18,3
exile,raise,3 guesses,3,exile,GGGGG,1.5849625007211559,3,1
exist,raise,2 guesses,1,raise,BBGGY,-1.0,2315,2
exist,raise,2 guesses,2,exist,GGGGG,1.0,2,1
expel,raise,4 guesses,1,raise,BBBBY,-1.0,2315,142
expel,raise,4 guesses,2,betel,BYBGG,4.860396655799496,142,4
expel,raise,4 guesses,3,excel,GGBGG,1.5,4,1
expel,raise,4 guesses,4,expel,GGGGG,0.0,1,1
extol,raise,3 guesses,1,raise,BBBBY,-1.0,2315,142
extol,raise,3 guesses,2,betel,BYGBG,4.860396655799496,142,1
extol,raise,3 guesses,3,extol,GGGGG,0.0,1,1
extra,raise,3 guesses,1,raise,YYBBY,-1.0,2315,37
extra,raise,3 guesses,2,alert,YBYGY,3.6177276091537856,37,2
extra,raise,3 guesses,3,extra,GGGGG,1.0,2,1
exult,raise,4 guesses,1,raise,BBBBY,-1.0,2315,142
exult,raise,4 guesses,2,betel,BYYBY,4.860396655799496,142,4
exult,raise,4 guesses,3,dwelt,BBYGG,2.0,4,1
exult,raise,4 guesses,4,exult,GGGGG,0.0,1,1
eying,raise,3 guesses,1,raise,BBGBY,-1.0,2315,18
eying,raise,3 guesses,2,deity,BYGBY,3.086048612313038,18,1
eying,raise,3 guesses,3,eying,GGGGG,0.0,1,1
fable,raise,3 guesses,1,raise,BGBBG,-1.0,2315,24
fable,raise,3 guesses,2,cable,BGGGG,2.755123044017255,24,2
fable,raise,3 guesses,3,fable,GGGGG,1.0,2,1
facet,raise,4 guesses,1,raise,BGBBY,-1.0,2315,22
facet,raise,4 guesses,2,navel,BGBGB,3.408549096875308,22,5
facet,raise,4 guesses,3,cadet,YGBGG,1.9219280948873623,5,1
facet,raise,4 guesses,4,facet,GGGGG,0.0,1,1
faint,raise,2 guesses,1,raise,BGGBB,-1.0,2315,6
faint,raise,2 guesses,2,faint,GGGGG,2.2516291673878226,6,1
fairy,raise,3 guesses,1,raise,YGGBB,-1.0,2315,4
fairy,raise,3 guesses,2,dairy,BGGGG,1.5,4,2
fairy,raise,3 guesses,3,fairy,GGGGG,1.0,2,1
faith,raise,3 guesses,1,raise,BGGBB,-1.0,2315,6
faith,raise,3 guesses,2,faint,GGGBY,2.2516291673878226,6,1
faith,raise,3 guesses,3,faith,GGGGG,0.0,1,1
false,raise,3 guesses,1,raise,BGBGG,-1.0,2315,4
false,raise,3 guesses,2,lapse,YGBGG,2.0,4,1
false,raise,3 guesses,3,false,GGGGG,0.0,1,1
fancy,raise,3 guesses,1,raise,BGBBB,-1.0,2315,73
fancy,raise,3 guesses,2,lynch,BYGGB,4.211827177017707,73,1
fancy,raise,3 guesses,3,fancy,GGGGG,0.0,1,1
fanny,raise,3 guesses,1,raise,BGBBB,-1.0,2315,73
fanny,raise,3 guesses,2,lynch,BYYBB,4.211827177017707,73,3
fanny,raise,3 guesses,3,fanny,GGGGG,1.5849625007211559,3,1
farce,raise,4 guesses,1,raise,YGBBG,-1.0,2315,4
farce,raise,4 guesses,2,barge,BGGBG,1.5,4,2
farce,raise,4 guesses,3,carve,YGGBG,1.0,2,1
farce,raise,4 guesses,4,farce,GGGGG,0.0,1,1
fatal,raise,3 guesses,1,raise,BYBBB,-1.0,2315,110
fatal,raise,3 guesses,2,clout,BYBBY,4.954906391519346,110,3
fatal,raise,3 guesses,3,fatal,GGGGG,1.5849625007211559,3,1
fatty,raise,4 guesses,1,raise,BGBBB,-1.0,2315,73
fatty,raise,4 guesses,2,lynch,BYBBB,4.211827177017707,73,15
fatty,raise,4 guesses,3,batty,BGGGG,2.606238928653389,15,2
fatty,raise,4 guesses,4,fatty,GGGGG,1.0,2,1
fault,raise,3 guesses,1,raise,BGBBB,-1.0,2315,73
fault,raise,3 guesses,2,lynch,YBBBB,4.211827177017707,73,3
fault,raise,3 guesses,3,fault,GGGGG,1.5849625007211559,3,1
fauna,raise,3 guesses,1,raise,BYBBB,-1.0,2315,110
fauna,raise,3 guesses,2,clout,BBBYB,4.954906391519346,110,3
fauna,raise,3 guesses,3,fauna,GGGGG,1.5849625007211559,3,1
favor,raise,4 guesses,1,raise,YGBBB,-1.0,2315,23
favor,raise,4 guesses,2,harpy,BGYBB,3.1474104580394817,23,7
favor,raise,4 guesses,3,valor,YGBGG,2.521640636343318,7,1
favor,raise,4 guesses,4,favor,GGGGG,0.0,1,1
feast,raise,4 guesses,1,raise,BYBGY,-1.0,2315,8
feast,raise,4 guesses,2,least,BGGGG,2.4056390622295662,8,3
feast,raise,4 guesses,3,beast,BGGGG,0.9182958340544893,3,2
feast,raise,4 guesses,4,feast,GGGGG,1.0,2,1
fecal,raise,3 guesses,1,raise,BYBBY,-1.0,2315,75
fecal,raise,3 guesses,2,dealt,BGYYB,4.648214191242758,75,4
fecal,raise,3 guesses,3,fecal,GGGGG,2.0,4,1
feign,raise,3 guesses,1,raise,BBGBY,-1.0,2315,18
feign,raise,3 guesses,2,deity,BGGBB,3.086048612313038,18,4
feign,raise,3 guesses,3,feign,GGGGG,2.0,4,1
fella,raise,4 guesses,1,raise,BYBBY,-1.0,2315,75
fella,raise,4 guesses,2,dealt,BGYYB,4.648214191242758,75,4
fella,raise,4 guesses,3,fecal,GGBYY,2.0,4,1
fella,raise,4 guesses,4,fella,GGGGG,0.0,1,1
felon,raise,4 guesses,1,raise,BBBBY,-1.0,2315,142
felon,raise,4 guesses,2,betel,BGBBY,4.860396655799496,142,9
felon,raise,4 guesses,3,cello,BGGBY,2.94770277922009,9,2
felon,raise,4 guesses,4,felon,GGGGG,1.0,2,1
femme,raise,4 guesses,1,raise,BBBBY,-1.0,2315,142
femme,raise,4 guesses,2,betel,BYBBB,4.860396655799496,142,18
femme,raise,4 guesses,3,fence,GGBBG,3.239097917988786,18,1
femme,raise,4 guesses,4,femme,GGGGG,0.0,1,1
femur,raise,3 guesses,1,raise,YBBBY,-1.0,2315,124
femur,raise,3 guesses,2,deter,BGBBG,4.511605262733948,124,2
femur,raise,3 guesses,3,femur,GGGGG,1.0,2,1
fence,raise,3 guesses,1,raise,BBBBY,-1.0,2315,142
fence,raise,3 guesses,2,betel,BYBBB,4.860396655799496,142,18
fence,raise,3 guesses,3,fence,GGGGG,3.239097917988786,18,1
feral,raise,3 guesses,1,raise,YYBBY,-1.0,2315,37
feral,raise,3 guesses,2,alert,YYYYB,3.6177276091537856,37,1
feral,raise,3 guesses,3,feral,GGGGG,0.0,1,1
ferry,raise,5 guesses,1,raise,YBBBY,-1.0,2315,124
ferry,raise,5 guesses,2,deter,BGBBY,4.511605262733948,124,10
ferry,raise,5 guesses,3,mercy,BGYBG,2.9219280948873623,10,2
ferry,raise,5 guesses,4,berry,BGGGG,1.0,2,1
ferry,raise,5 guesses,5,ferry,GGGGG,0.0,1,1
fetal,raise,3 guesses,1,raise,BYBBY,-1.0,2315,75
fetal,raise,3 guesses,2,dealt,BGYYY,4.648214191242758,75,3
fetal,raise,3 guesses,3,fetal,GGGGG,0.9182958340544893,3,1
fetch,raise,4 guesses,1,raise,BBBBY,-1.0,2315,142
fetch,raise,4 guesses,2,betel,BGGBB,4.860396655799496,142,2
fetch,raise,4 guesses,3,detox,BGGBB,1.0,2,1
fetch,raise,4 guesses,4,fetch,GGGGG,0.0,1,1
fetid,raise,3 guesses,1,raise,BBYBY,-1.0,2315,40
fetid,raise,3 guesses,2,widen,BYYYB,4.0439427079182675,40,4
fetid,raise,3 guesses,3,fetid,GGGGG,2.0,4,1
fetus,raise,4 guesses,1,raise,BBBYY,-1.0,2315,48
fetus,raise,4 guesses,2,spelt,YBYBY,4.522055208874202,48,4
fetus,raise,4 guesses,3,testy,YGYBB,2.0,4,1
fetus,raise,4 guesses,4,fetus,GGGGG,0.0,1,1
fever,raise,3 guesses,1,raise,YBBBY,-1.0,2315,124
fever,raise,3 guesses,2,deter,BGBGG,4.511605262733948,124,6
fever,raise,3 guesses,3,fever,GGGGG,1.9182958340544893,6,1
fewer,raise,4 guesses,1,raise,YBBBY,-1.0,2315,124
fewer,raise,4 guesses,2,deter,BGBGG,4.511605262733948,124,6
fewer,raise,4 guesses,3,fever,GGBGG,1.9182958340544893,6,1
fewer,raise,4 guesses,4,fewer,GGGGG,0.0,1,1
fiber,raise,4 guesses,1,raise,YBYBY,-1.0,2315,30
fiber,raise,4 guesses,2,diner,BGBGG,3.3470910116261443,30,9
fiber,raise,4 guesses,3,giver,BGBGG,1.8799649487271108,9,5
fiber,raise,4 guesses,4,fiber,GGGGG,1.5219280948873624,5,1
fibre,raise,3 guesses,1,raise,YBYBG,-1.0,2315,2
fibre,raise,3 guesses,2,dirge,BGYBG,1.0,2,1
fibre,raise,3 guesses,3,fibre,GGGGG,0.0,1,1
ficus,raise,3 guesses,1,raise,BBYYB,-1.0,2315,23
ficus,raise,3 guesses,2,stoic,YBBYY,3.555533151426996,23,1
ficus,raise,3 guesses,3,ficus,GGGGG,0.0,1,1
field,raise,3 guesses,1,raise,BBYBY,-1.0,2315,40
field,raise,3 guesses,2,widen,BGYYB,4.0439427079182675,40,2
field,raise,3 guesses,3,field,GGGGG,1.0,2,1
fiend,raise,3 guesses,1,raise,BBYBY,-1.0,2315,40
fiend,raise,3 guesses,2,widen,BGYYY,4.0439427079182675,40,1
fiend,raise,3 guesses,3,fiend,GGGGG,0.0,1,1
fiery,raise,3 guesses,1,raise,YBYBY,-1.0,2315,30
fiery,raise,3 guesses,2,diner,BGBYY,3.3470910116261443,30,1
fiery,raise,3 guesses,3,fiery,GGGGG,0.0,1,1
fifth,raise,4 guesses,1,raise,BBYBB,-1.0,2315,112
fifth,raise,4 guesses,2,donut,BBBBY,4.736745651800392,112,12
fifth,raise,4 guesses,3,witty,BGBGB,3.0849625007211556,12,2
fifth,raise,4 guesses,4,fifth,GGGGG,1.0,2,1
fifty,raise,4 guesses,1,raise,BBYBB,-1.0,2315,112
fifty,raise,4 guesses,2,donut,BBBBY,4.736745651800392,112,12
fifty,raise,4 guesses,3,witty,BGBGG,3.0849625007211556,12,1
fifty,raise,4 guesses,4,fifty,GGGGG,0.0,1,1
fight,raise,4 guesses,1,raise,BBYBB,-1.0,2315,112
fight,raise,4 guesses,2,donut,BBBBG,4.736745651800392,112,5
fight,raise,4 guesses,3,limit,BGBBG,1.9219280948873623,5,2
fight,raise,4 guesses,4,fight,GGGGG,1.0,2,1
filer,raise,5 guesses,1,raise,YBYBY,-1.0,2315,30
filer,raise,5 guesses,2,diner,BGBGG,3.3470910116261443,30,9
filer,raise,5 guesses,3,giver,BGBGG,1.8799649487271108,9,5
filer,raise,5 guesses,4,fiber,GGBGG,1.5219280948873624,5,2
filer,raise,5 guesses,5,filer,GGGGG,1.0,2,1
filet,raise,4 guesses,1,raise,BBYBY,-1.0,2315,40
filet,raise,4 guesses,2,widen,BGBGB,4.0439427079182675,40,4
filet,raise,4 guesses,3,bicep,BGBGB,2.0,4,1
filet,raise,4 guesses,4,filet,GGGGG,0.0,1,1
filly,raise,4 guesses,1,raise,BBYBB,-1.0,2315,112
filly,raise,4 guesses,2,donut,BBBBB,4.736745651800392,112,19
filly,raise,4 guesses,3,filmy,GGYBG,3.497155802575668,19,1
filly,raise,4 guesses,4,filly,GGGGG,0.0,1,1
filmy,raise,3 guesses,1,raise,BBYBB,-1.0,2315,112
filmy,raise,3 guesses,2,donut,BBBBB,4.736745651800392,112,19
filmy,raise,3 guesses,3,filmy,GGGGG,3.497155802575668,19,1
filth,raise,5 guesses,1,raise,BBYBB,-1.0,2315,112
filth,raise,5 guesses,2,donut,BBBBY,4.736745651800392,112,12
filth,raise,5 guesses,3,witty,BGBGB,3.0849625007211556,12,2
filth,raise,5 guesses,4,fifth,GGBGG,1.0,2,1
filth,raise,5 guesses,5,filth,GGGGG,0.0,1,1
final,raise,3 guesses,1,raise,BYYBB,-1.0,2315,38
final,raise,3 guesses,2,tidal,BGBGG,4.023471592049353,38,1
final,raise,3 guesses,3,final,GGGGG,0.0,1,1
finch,raise,4 guesses,1,raise,BBYBB,-1.0,2315,112
finch,raise,4 guesses,2,donut,BBGBB,4.736745651800392,112,9
finch,raise,4 guesses,3,pinch,BGGGG,2.7254805569978675,9,2
finch,raise,4 guesses,4,finch,GGGGG,1.0,2,1
finer,raise,3 guesses,1,raise,YBYBY,-1.0,2315,30
finer,raise,3 guesses,2,diner,BGGGG,3.3470910116261443,30,3
finer,raise,3 guesses,3,finer,GGGGG,0.9182958340544893,3,1
first,raise,2 guesses,1,raise,YBYGB,-1.0,2315,1
first,raise,2 guesses,2,first,GGGGG,0.0,1,1
fishy,raise,3 guesses,1,raise,BBYYB,-1.0,2315,23
fishy,raise,3 guesses,2,stoic,YBBYB,3.555533151426996,23,6
fishy,raise,3 guesses,3,fishy,GGGGG,2.2516291673878226,6,1
fixer,raise,6 guesses,1,raise,YBYBY,-1.0,2315,30
fixer,raise,6 guesses,2,diner,BGBGG,3.3470910116261443,30,9
fixer,raise,6 guesses,3,giver,BGBGG,1.8799649487271108,9,5
fixer,raise,6 guesses,4,fiber,GGBGG,1.5219280948873624,5,2
fixer,raise,6 guesses,5,filer,GGBGG,1.0,2,1
fixer,raise,6 guesses,6,fixer,GGGGG,0.0,1,1
fizzy,raise,4 guesses,1,raise,BBYBB,-1.0,2315,112
fizzy,raise,4 guesses,2,donut,BBBBB,4.736745651800392,112,19
fizzy,raise,4 guesses,3,filmy,GGBBG,3.497155802575668,19,1
fizzy,raise,4 guesses,4,fizzy,GGGGG,0.0,1,1
fjord,raise,4 guesses,1,raise,YBBBB,-1.0,2315,105
fjord,raise,4 guesses,2,count,BYBBB,4.803891408866589,105,16
fjord,raise,4 guesses,3,droop,YYGBB,3.577819531114783,16,1
fjord,raise,4 guesses,4,fjord,GGGGG,0.0,1,1
flack,raise,4 guesses,1,raise,BYBBB,-1.0,2315,110
flack,raise,4 guesses,2,clout,YGBBB,4.954906391519346,110,3
flack,raise,4 guesses,3,black,BGGGG,1.5849625007211559,3,1
flack,raise,4 guesses,4,flack,GGGGG,0.0,1,1
flail,raise,4 guesses,1,raise,BYYBB,-1.0,2315,38
flail,raise,4 guesses,2,tidal,BYBYY,4.023471592049353,38,4
flail,raise,4 guesses,3,claim,BYGGB,2.0,4,1
flail,raise,4 guesses,4,flail,GGGGG,0.0,1,1
flair,raise,3 guesses,1,raise,YYYBB,-1.0,2315,18
flair,raise,3 guesses,2,trail,BYGGY,3.350209029099897,18,1
flair,raise,3 guesses,3,flair,GGGGG,0.0,1,1
flake,raise,4 guesses,1,raise,BYBBG,-1.0,2315,35
flake,raise,4 guesses,2,blade,BGGBG,3.496104175266961,35,6
flake,raise,4 guesses,3,place,BGGBG,1.4591479170272446,6,3
flake,raise,4 guesses,4,flake,GGGGG,1.5849625007211559,3,1
flaky,raise,4 guesses,1,raise,BYBBB,-1.0,2315,110
flaky,raise,4 guesses,2,clout,BGBBB,4.954906391519346,110,8
flaky,raise,4 guesses,3,bland,BGGBB,2.5,8,1
flaky,raise,4 guesses,4,flaky,GGGGG,0.0,1,1
flame,raise,5 guesses,1,raise,BYBBG,-1.0,2315,35
flame,raise,5 guesses,2,blade,BGGBG,3.496104175266961,35,6
flame,raise,5 guesses,3,place,BGGBG,1.4591479170272446,6,3
flame,raise,5 guesses,4,flake,GGGBG,1.5849625007211559,3,1
flame,raise,5 guesses,5,flame,GGGGG,0.0,1,1
flank,raise,4 guesses,1,raise,BYBBB,-1.0,2315,110
flank,raise,4 guesses,2,clout,BGBBB,4.954906391519346,110,8
flank,raise,4 guesses,3,bland,BGGGB,2.5,8,2
flank,raise,4 guesses,4,flank,GGGGG,1.0,2,1
flare,raise,4 guesses,1,raise,YYBBG,-1.0,2315,25
flare,raise,4 guesses,2,grace,BYGBG,2.8888840705376353,25,2
flare,raise,4 guesses,3,blare,BGGGG,1.0,2,1
flare,raise,4 guesses,4,flare,GGGGG,0.0,1,1
flash,raise,3 guesses,1,raise,BYBGB,-1.0,2315,13
flash,raise,3 guesses,2,clash,BGGGG,3.238901256602631,13,1
flash,raise,3 guesses,3,flash,GGGGG,0.0,1,1
flask,raise,4 guesses,1,raise,BYBGB,-1.0,2315,13
flask,raise,4 guesses,2,clash,BGGGB,3.238901256602631,13,2
flask,raise,4 guesses,3,blast,BGGGB,1.0,2,1
flask,raise,4 guesses,4,flask,GGGGG,0.0,1,1
fleck,raise,4 guesses,1,raise,BBBBY,-1.0,2315,142
fleck,raise,4 guesses,2,betel,BYBBY,4.860396655799496,142,7
fleck,raise,4 guesses,3,dwell,BBGYB,2.807354922057604,7,1
fleck,raise,4 guesses,4,fleck,GGGGG,0.0,1,1
fleet,raise,3 guesses,1,raise,BBBBY,-1.0,2315,142
fleet,raise,3 guesses,2,betel,BYYGY,4.860396655799496,142,1
fleet,raise,3 guesses,3,fleet,GGGGG,0.0,1,1
flesh,raise,3 guesses,1,raise,BBBGY,-1.0,2315,11
flesh,raise,3 guesses,2,these,BYGGB,3.0957952550009344,11,1
flesh,raise,3 guesses,3,flesh,GGGGG,0.0,1,1
flick,raise,4 guesses,1,raise,BBGBB,-1.0,2315,46
flick,raise,4 guesses,2,glint,BGGBB,4.083587370023806,46,5
flick,raise,4 guesses,3,cliff,YGGYB,2.321928094887362,5,1
flick,raise,4 guesses,4,flick,GGGGG,0.0,1,1
flier,raise,3 guesses,1,raise,YBGBY,-1.0,2315,12
flier,raise,3 guesses,2,cried,BYGGB,2.8553885422075336,12,2
flier,raise,3 guesses,3,flier,GGGGG,1.0,2,1
fling,raise,4 guesses,1,raise,BBGBB,-1.0,2315,46
fling,raise,4 guesses,2,glint,YGGGB,4.083587370023806,46,2
fling,raise,4 guesses,3,cling,BGGGG,1.0,2,1
fling,raise,4 guesses,4,fling,GGGGG,0.0,1,1
flint,raise,3 guesses,1,raise,BBGBB,-1.0,2315,46
flint,raise,3 guesses,2,glint,BGGGG,4.083587370023806,46,1
flint,raise,3 guesses,3,flint,GGGGG,0.0,1,1
flirt,raise,3 guesses,1,raise,YBGBB,-1.0,2315,28
flirt,raise,3 guesses,2,print,BYGBG,3.1674925305971176,28,1
flirt,raise,3 guesses,3,flirt,GGGGG,0.0,1,1
float,raise,4 guesses,1,raise,BYBBB,-1.0,2315,110
float,raise,4 guesses,2,clout,BGGBG,4.954906391519346,110,4
float,raise,4 guesses,3,aloft,YGGYG,1.5,4,1
float,raise,4 guesses,4,float,GGGGG,0.0,1,1
flock,raise,4 guesses,1,raise,BBBBB,-1.0,2315,168
flock,raise,4 guesses,2,lunch,YBBGB,5.2201539877500815,168,2
flock,raise,4 guesses,3,block,BGGGG,1.0,2,1
flock,raise,4 guesses,4,flock,GGGGG,0.0,1,1
flood,raise,5 guesses,1,raise,BBBBB,-1.0,2315,168
flood,raise,5 guesses,2,lunch,YBBBB,5.2201539877500815,168,14
flood,raise,5 guesses,3,dolly,YYYBB,3.182005814760214,14,2
flood,raise,5 guesses,4,blood,BGGGG,1.0,2,1
flood,raise,5 guesses,5,flood,GGGGG,0.0,1,1
floor,raise,4 guesses,1,raise,YBBBB,-1.0,2315,105
floor,raise,4 guesses,2,count,BYBBB,4.803891408866589,105,16
floor,raise,4 guesses,3,droop,BYGGB,3.577819531114783,16,1
floor,raise,4 guesses,4,floor,GGGGG,0.0,1,1
flora,raise,4 guesses,1,raise,YYBBB,-1.0,2315,84
flora,raise,4 guesses,2,crowd,BYGBB,4.299124740447479,84,3
flora,raise,4 guesses,3,agora,BBGGG,1.5849625007211559,3,1
flora,raise,4 guesses,4,flora,GGGGG,0.0,1,1
floss,raise,3 guesses,1,raise,BBBYB,-1.0,2315,89
floss,raise,3 guesses,2,stony,YBGBB,4.7833809437177335,89,3
floss,raise,3 guesses,3,floss,GGGGG,1.5849625007211559,3,1
flour,raise,4 guesses,1,raise,YBBBB,-1.0,2315,105
flour,raise,4 guesses,2,count,BYYBB,4.803891408866589,105,7
flour,raise,4 guesses,3,furor,GYBYG,2.5216406363433186,7,1
flour,raise,4 guesses,4,flour,GGGGG,0.0,1,1
flout,raise,4 guesses,1,raise,BBBBB,-1.0,2315,168
flout,raise,4 guesses,2,lunch,YYBBB,5.2201539877500815,168,8
flout,raise,4 guesses,3,plumb,BGYBB,3.0,8,1
flout,raise,4 guesses,4,flout,GGGGG,0.0,1,1
flown,raise,4 guesses,1,raise,BBBBB,-1.0,2315,168
flown,raise,4 guesses,2,lunch,YBYBB,5.2201539877500815,168,6
flown,raise,4 guesses,3,blond,BGGYB,2.584962500721156,6,1
flown,raise,4 guesses,4,flown,GGGGG,0.0,1,1
fluff,raise,4 guesses,1,raise,BBBBB,-1.0,2315,168
fluff,raise,4 guesses,2,lunch,YYBBB,5.2201539877500815,168,8
fluff,raise,4 guesses,3,plumb,BGGBB,3.0,8,1
fluff,raise,4 guesses,4,fluff,GGGGG,0.0,1,1
fluid,raise,3 guesses,1,raise,BBYBB,-1.0,2315,112
fluid,raise,3 guesses,2,donut,YBBYB,4.736745651800392,112,3
fluid,raise,3 guesses,3,fluid,GGGGG,1.5849625007211559,3,1
fluke,raise,3 guesses,1,raise,BBBBG,-1.0,2315,40
fluke,raise,3 guesses,2,bugle,BYBYG,4.3153115322251026,40,4
fluke,raise,3 guesses,3,fluke,GGGGG,1.5,4,1
flume,raise,4 guesses,1,raise,BBBBG,-1.0,2315,40
flume,raise,4 guesses,2,bugle,BYBYG,4.3153115322251026,40,4
flume,raise,4 guesses,3,fluke,GGGBG,1.5,4,2
flume,raise,4 guesses,4,flume,GGGGG,1.0,2,1
